,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,1500,1677,3.1075292090571396,4,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.5769090819758678,sharpness,0.5077483155327132,equalization,18.99412185420302,0,5_3_gamma0.58_sharpness0.51_equalization19.0.jpg,5,3,0.0,0.58,0.51,0.0,19.0
1,3000,3264,4.806759656426731,9,pictures\transformed\roomBright_figureDark\1.JPG,contrast,1.320925605603082,sharpness,0.6215401908235418,equalization,14.14698624847907,0,10_1_contrast1.3_sharpness0.62_equalization14.0.jpg,10,1,1.3,0.0,0.62,0.0,14.0
2,4200,4385,3.8164005120053286,13,pictures\transformed\roomBright_figureDark\Q.JPG,contrast,1.310578887625351,sharpness,0.4537263740077062,equalization,22.65107303118969,2,14_Q_contrast1.3_sharpness0.45_equalization23.0.jpg,14,Q,1.3,0.0,0.45,0.0,23.0
3,5100,5295,2.9085358297910737,16,pictures\transformed\roomBright_figureDark\2.JPG,gamma,1.102928252688146,contrast,1.190858822760996,sharpness,0.4263798875701549,0,17_2_gamma1.1_contrast1.2_sharpness0.43.jpg,17,2,1.2,1.1,0.43,0.0,0.0
4,5400,5568,3.1414580477451093,17,pictures\transformed\roomBright_figureDark\1.JPG,contrast,0.9526666289724468,sharpness,0.5734499585928421,equalization,4.588895873644316,2,18_1_contrast0.95_sharpness0.57_equalization4.6.jpg,18,1,0.95,0.0,0.57,0.0,4.6
5,6600,6774,3.664251184073486,21,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.8222756004148042,contrast,1.102997819135718,brightness,25.85700087853118,2,22_1_gamma0.82_contrast1.1_brightness26.0.jpg,22,1,1.1,0.82,0.0,26.0,0.0
6,7200,7385,3.3022117003592166,23,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.7045797996287392,contrast,0.7055570636393296,sharpness,1.001031277272462,2,24_0_gamma0.7_contrast0.71_sharpness1.0.jpg,24,0,0.71,0.7,1.0,0.0,0.0
7,9600,9774,3.2650498636393803,31,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.5236790212037983,sharpness,0.5800134932765272,equalization,15.91416805144394,1,32_E_gamma0.52_sharpness0.58_equalization16.0.jpg,32,E,0.0,0.52,0.58,0.0,16.0
8,9900,10124,3.8134642696178505,32,pictures\transformed\roomBright_figureDark\I.JPG,gamma,1.094163495251894,contrast,1.263338479498623,sharpness,0.4020788754459736,1,33_I_gamma1.1_contrast1.3_sharpness0.4.jpg,33,I,1.3,1.1,0.4,0.0,0.0
9,12000,12179,3.2899138102385064,39,pictures\transformed\roomBright_figureDark\E.JPG,gamma,1.230211778613534,contrast,1.101244001275877,sharpness,0.3407902162864007,1,40_E_gamma1.2_contrast1.1_sharpness0.34.jpg,40,E,1.1,1.2,0.34,0.0,0.0
10,12300,12551,3.33996038878056,40,pictures\transformed\roomBright_figureDark\J.JPG,gamma,0.9054848766132452,contrast,1.183791590006854,brightness,26.19888284824145,2,41_J_gamma0.91_contrast1.2_brightness26.0.jpg,41,J,1.2,0.91,0.0,26.0,0.0
11,12600,12848,2.1649959826947804,41,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.7862551207075325,contrast,1.164672921312189,brightness,25.5521923558302,2,42_T_gamma0.79_contrast1.2_brightness26.0.jpg,42,T,1.2,0.79,0.0,26.0,0.0
12,13800,13964,2.076206862919006,45,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.8272596289571863,contrast,0.7769960820096291,sharpness,1.087861542673515,1,46_I_gamma0.83_contrast0.78_sharpness1.1.jpg,46,I,0.78,0.83,1.1,0.0,0.0
